Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2
0.2533161994441681,0.08357864606518377,0.26405001635344116,0.25647016890754637,0.0,0.04509042860682137
0.7102840625082488,0.5408990173130956,0.975802326241724,0.7127878655868201,0.18187511182680263,0.34577586918820713
0.4616902969925331,0.38721597572241606,0.9804546742108886,0.457773113403695,0.0950975129719091,0.21645057395325792
0.3490591374759971,0.36124872557044185,0.9835745574099491,0.3511811647294113,0.07505814993737699,0.6277975059872822
0.4662828440859381,0.3853156995361794,0.9848294314071647,0.46103047464406643,0.0,0.218680320422826
0.3596239650428438,0.3450317590239186,0.9783171264728964,0.35833943882299363,0.15789944533905886,0.2166157403584111
0.4904983590264856,0.4473211849681931,0.9802630561369547,0.48994079325161877,0.28189300411522633,0.028904120901808574
1.0,0.5300430314431089,0.9760016779070937,1.0,0.2387725890141349,0.035097861095053265
0.5342144967953566,0.35875491223787437,0.9823069822589153,0.5446525811370072,0.15235283592771515,0.4196878354942605
0.5746696370249545,0.5750609093563472,0.9892671863263781,0.5668303597948555,0.5922347468241188,0.16202824345528122
0.8241759623043264,0.3951377819899769,0.9820549913671669,0.8089443773390625,0.09715512614063339,0.20918325212651748
0.3202674160438732,0.4281652522293542,0.990760559767509,0.3220332270648106,0.0,0.02593112560905112
0.4342070806760651,0.4999018749072598,0.9887323266267102,0.43386269578820225,0.19744140275541242,0.3649351721859774
0.6650189194839888,0.47002876740523747,0.9789899207030275,0.6609176055919684,0.11200572553229557,0.4262944917003882
0.5843445302768306,0.7465357055672827,0.9762883288363722,0.5902952416783827,0.274825550187869,0.6516640515319184
0.7320162249606462,0.3610333290254024,0.9750282614784843,0.7270846121858973,0.0,0.028656371294078786
0.5759023049885342,0.35460493880344823,0.9759728321755337,0.5643650620779787,0.0,0.029069287306961764
0.382277905034288,0.35962607159781157,0.9770424104509383,0.38013108651313837,0.10466988727858292,0.03187711619456603
0.10842701595890211,0.25758554832780484,0.9808192819998232,0.10756222649056454,0.0,0.02609629201420431
0.5836427223777838,0.4847666776758234,0.9755481338166471,0.5809389913071028,0.4141170155662909,0.4460318771161946
0.3485697574007214,0.43464150835020604,0.9538208909255393,0.36165620482762717,0.35829307568438,0.08217028656371295
0.21890498694218313,0.34267675679815424,0.9557766710400032,0.22337181441951642,0.0,0.03988768684449583
0.21508086712451074,0.41271892665508314,0.9757215469034418,0.21960951268291715,0.08668813741277509,0.0607812370963746
0.22213539822675138,0.3411785541626579,0.9412345837628676,0.2285400289103186,0.14161746287350152,0.0
0.3564526313187326,0.6936869665943891,0.9728301151243872,0.36109185956713724,0.22338522096976202,0.04698984226608308
0.3605243741025762,0.35117774044237665,0.9723593539143205,0.3616859072097582,0.13481839327249956,0.5468659674622182
0.10395471893536369,0.2035401618824701,0.9792626285878925,0.10236430961763134,0.0,0.024196878354942605
0.6567543458668542,0.6914037632169713,0.9765300741307076,0.6552246490168511,0.8370012524601896,0.029151870509538363
0.6676212650726339,0.6958169990953345,0.9725369442694821,0.6738678442011049,0.6983360171765969,0.24568502766537287
0.6301220978148424,0.5435651478816946,0.969986100986253,0.6388685372566879,0.15897298264448023,0.3480881988603518
0.45013707250995405,0.4184915540621395,0.9804921285022584,0.4463574978713293,0.0983181248881732,0.18490379056899828
0.3532930293087548,0.4437838950396569,0.9833528234890736,0.35471574820300583,0.18455895509035605,0.05318358245932778
0.59657609923019,0.4804587467750351,0.9795343203804521,0.5905229599413873,0.3131150474145643,0.47377983318193084
0.3815869908697934,0.42531723124494414,0.9790805222669291,0.3808439436842835,0.0,0.02774795606573623
0.3101446227059785,0.4069845919671448,0.9761027508666985,0.3119641195223857,0.18813741277509394,0.027252456850276656
0.6565008570436164,0.5704705696520628,0.9708456021775083,0.6663828439040811,0.38683127572016457,0.4312494838549839
0.7138039957380358,0.549826007457507,0.971254664004806,0.7264509613671016,0.9255680801574521,0.4597406887439095
0.4568023620968428,0.4036100460948606,0.9819643333536928,0.45304053385081483,0.09429235999284308,0.24634569328598566
0.3724065055706787,0.33094482497834066,0.9866766589936644,0.3750222767865983,0.0,0.08786852754149807
0.6259401607161037,0.42615009788576325,0.9813732216550044,0.6225817310548306,0.3098944354983002,0.2048063423899579
0.3344259190436306,0.3450173992542493,0.9893664811244484,0.33000336626997484,0.10359634997316156,0.021636799075068134
0.33895687463783564,0.3420066342135872,0.9867141979593931,0.3365675927209362,0.1040436571837538,0.021554215872491535
0.4282226494986996,0.3547868292192593,0.98201894831511,0.4241401160373061,0.10466988727858292,0.3217441572384177
0.6473819632437016,0.3670165663876085,0.976009129250667,0.6506504821686699,0.31007335838253713,0.3300850606986539
0.4153579869719314,0.39655939918723704,0.979226839558912,0.4126650957406784,0.10046519949901592,0.024279461557519203
0.35777496309747414,0.43302842755735527,0.9829306089113778,0.35843844676343045,0.10046519949901592,0.11759848046907259
0.49519397760834755,0.44512414020879104,0.9751280643227073,0.4935545830775628,0.0,0.49137005533074574
